Rank,Event ID,Raw Score,Final Score,Event Type,Price ($),Distance (km),Date/Time,description,location,source,type,currencyCode,url
722,581,15.505710769736112,15.505710769736112,pet,12.96,82.93,2024-12-03 21:30:54.177139,,"4.214435, -45.158013",MockSource,Pets,USD,https://placeholder.url
723,38,15.493210895236114,15.493210895236114,holiday,30.34,53.18,2024-12-03 21:45:54.168103,,"73.332387, -119.841478",MockSource,Holiday,USD,https://placeholder.url
724,221,15.468210853569445,15.468210853569445,workshop,17.02,11.98,2024-12-03 22:15:54.171103,,"-67.5803, -52.041968",MockSource,Workshops,USD,https://placeholder.url
725,290,15.468210839680559,15.468210839680559,charity,21.67,74.4,2024-12-03 22:15:54.172103,,"-73.412162, 105.578738",MockSource,Charity,USD,https://placeholder.url
726,964,15.468210672319444,15.468210672319444,charity,14.36,84.07,2024-12-03 22:15:54.184153,,"38.420178, -150.523677",MockSource,Charity,USD,https://placeholder.url
727,44,15.443210895236113,15.443210895236113,music,50.81,93.3,2024-12-03 22:45:54.168103,,"-55.990989, 173.767416",MockSource,Music,USD,https://placeholder.url
728,370,15.37,15.37,nightlife,19.27,3.7,2024-12-22 14:00:54.173103,,"-42.03994, 88.38983",MockSource,Nightlife,USD,https://placeholder.url
729,66,15.304,15.304,networking,16.31,30.23,2024-11-22 19:30:54.168103,,"-66.576348, -123.629465",MockSource,Networking,USD,https://placeholder.url
730,824,15.200000000000001,15.200000000000001,networking,59.43,27.5,2024-11-22 19:15:54.182140,,"-63.426785, -116.504576",MockSource,Networking,USD,https://placeholder.url
731,841,15.192,15.192,networking,61.58,89.52,2024-11-23 20:00:54.182140,,"-75.781929, 99.617167",MockSource,Networking,USD,https://placeholder.url
732,11,15.104,15.104,nightlife,69.11,87.84,2024-11-22 19:00:54.168103,,"25.044238, 10.308198",MockSource,Nightlife,USD,https://placeholder.url
733,903,15.038388357916668,15.038388357916668,festival,176.08,44.3,2024-12-06 19:00:54.183144,,"-44.432219, 113.292612",MockSource,Festivals,USD,https://placeholder.url
739,251,15.0,15.0,theater,137.31,12.31,2024-12-08 12:45:54.171103,,"-64.93607, -100.278008",MockSource,Theater,USD,https://placeholder.url
735,393,15.0,15.0,theater,126.14,31.83,2024-12-22 12:30:54.173103,,"-48.575342, -75.797434",MockSource,Theater,USD,https://placeholder.url
740,649,15.0,15.0,festival,104.04,88.46,2024-12-16 11:45:54.178154,,"33.854601, -33.951664",MockSource,Festivals,USD,https://placeholder.url
744,61,15.0,15.0,music,131.76,78.75,2024-12-11 17:15:54.168103,,"24.712223, -45.24397",MockSource,Music,USD,https://placeholder.url
737,571,15.0,15.0,music,121.13,93.13,2025-01-16 16:00:54.177139,,"60.889761, 70.794271",MockSource,Music,USD,https://placeholder.url
745,577,15.0,15.0,conference,131.82,79.13,2024-12-08 17:45:54.177139,,"1.868332, 143.782255",MockSource,Conferences,USD,https://placeholder.url
734,618,15.0,15.0,festival,151.16,97.07,2024-12-13 22:00:54.178154,,"-14.725118, -117.102543",MockSource,Festivals,USD,https://placeholder.url
743,597,15.0,15.0,music,106.23,55.69,2024-12-08 19:00:54.177139,,"-1.330016, 142.140313",MockSource,Music,USD,https://placeholder.url
747,773,15.0,15.0,festival,184.14,63.52,2024-12-07 20:00:54.181180,,"53.99961, 134.366853",MockSource,Festivals,USD,https://placeholder.url
741,235,15.0,15.0,theater,115.26,99.39,2024-12-19 20:45:54.171103,,"-50.159026, -65.149029",MockSource,Theater,USD,https://placeholder.url
736,185,15.0,15.0,conference,294.67,15.26,2024-12-16 19:45:54.170103,,"75.536167, 0.036467",MockSource,Conferences,USD,https://placeholder.url
738,202,15.0,15.0,festival,118.7,72.29,2024-12-21 17:45:54.171103,,"2.858839, 60.224786",MockSource,Festivals,USD,https://placeholder.url
742,714,15.0,15.0,conference,142.3,69.35,2024-12-18 14:45:54.180165,,"-1.084549, -105.661686",MockSource,Conferences,USD,https://placeholder.url
746,949,15.0,15.0,conference,291.61,52.04,2024-12-20 17:30:54.184153,,"16.756083, 169.843828",MockSource,Conferences,USD,https://placeholder.url
748,965,15.0,15.0,festival,159.77,91.95,2024-12-26 08:00:54.184153,,"5.814361, 77.729353",MockSource,Festivals,USD,https://placeholder.url
749,981,15.0,15.0,conference,240.31,22.86,2024-12-12 22:45:54.184153,,"15.074883, -32.985268",MockSource,Conferences,USD,https://placeholder.url
750,684,14.905710741305555,14.905710741305555,theater,36.69,11.99,2024-12-04 09:30:54.179186,,"-16.095823, -65.715905",MockSource,Theater,USD,https://placeholder.url
751,240,14.696000000000002,14.696000000000002,exhibition,21.65,41.54,2024-11-22 18:00:54.171103,,"-78.463091, -48.426074",MockSource,Exhibitions,USD,https://placeholder.url
752,712,14.696000000000002,14.696000000000002,nightlife,63.37,17.28,2024-11-22 18:00:54.179186,,"12.688854, -53.816975",MockSource,Nightlife,USD,https://placeholder.url
753,978,14.680710672319444,14.680710672319444,pet,5.84,51.86,2024-12-04 14:00:54.184153,,"67.859146, -44.006505",MockSource,Pets,USD,https://placeholder.url
754,173,14.621599999999999,14.621599999999999,conference,461.21,19.39,2024-11-24 12:15:54.170103,,"-32.245286, 68.297595",MockSource,Conferences,USD,https://placeholder.url
755,819,14.591999999999999,14.591999999999999,exhibition,51.75,71.05,2024-11-22 17:45:54.181180,,"18.155697, -8.082317",MockSource,Exhibitions,USD,https://placeholder.url
756,334,14.584000000000001,14.584000000000001,exhibition,47.43,20.79,2024-11-23 21:30:54.173103,,"61.872092, 128.394465",MockSource,Exhibitions,USD,https://placeholder.url
757,99,14.505710881347222,14.505710881347222,family,42.13,88.96,2024-12-04 17:30:54.169103,,"-67.031224, 3.400745",MockSource,Family,USD,https://placeholder.url
758,133,14.49321088134722,14.49321088134722,theater,34.81,56.35,2024-12-04 17:45:54.169103,,"-59.185696, 108.529152",MockSource,Theater,USD,https://placeholder.url
759,972,14.480710672319445,14.480710672319445,holiday,3.67,13.58,2024-12-04 18:00:54.184153,,"4.628445, -86.131222",MockSource,Holiday,USD,https://placeholder.url
760,781,14.44321071361111,14.44321071361111,family,69.11,83.18,2024-12-04 18:45:54.181180,,"-59.825241, 31.30433",MockSource,Family,USD,https://placeholder.url
761,332,14.272,14.272,networking,12.33,47.42,2024-11-23 22:15:54.172103,,"86.013126, -111.607574",MockSource,Networking,USD,https://placeholder.url
762,74,14.268210895236114,14.268210895236114,wellne,23.05,41.05,2024-12-04 22:15:54.168103,,"-89.858934, 165.777433",MockSource,Wellness,USD,https://placeholder.url
763,28,14.230710895236113,14.230710895236113,outdoor,31.54,51.51,2024-12-04 23:00:54.168103,,"-22.009812, -21.109273",MockSource,Outdoors,USD,https://placeholder.url
764,724,14.064,14.064,nightlife,34.06,52.14,2024-11-23 22:45:54.180165,,"-77.767023, 43.792386",MockSource,Nightlife,USD,https://placeholder.url
765,327,13.64,13.64,networking,52.07,20.71,2024-11-23 23:45:54.172103,,"41.071427, 14.880747",MockSource,Networking,USD,https://placeholder.url
766,843,13.632,13.632,networking,118.7,20.76,2024-11-24 17:30:54.182140,,"61.094411, 163.033136",MockSource,Networking,USD,https://placeholder.url
767,894,13.618210686333335,13.618210686333335,workshop,49.76,55.26,2024-12-05 11:15:54.183144,,"86.552581, -29.104399",MockSource,Workshops,USD,https://placeholder.url
768,962,13.604862006359376,13.604862006359376,festival,100.42,25.62,2024-12-06 17:45:54.184153,,"-18.191298, 149.968834",MockSource,Festivals,USD,https://placeholder.url
769,637,13.555710755638886,13.555710755638886,outdoor,20.67,32.43,2024-12-05 12:30:54.178154,,"89.027914, 57.347869",MockSource,Outdoors,USD,https://placeholder.url
770,829,13.55571070027778,13.55571070027778,virtual,49.05,71.29,2024-12-05 12:30:54.182140,,"19.711237, -99.706955",MockSource,Virtual,USD,https://placeholder.url
774,785,13.5,13.5,festival,91.53,94.25,2024-12-15 16:45:54.181180,,"63.367674, -157.943568",MockSource,Festivals,USD,https://placeholder.url
780,968,13.5,13.5,music,79.57,86.63,2024-12-11 12:30:54.184153,,"8.115642, 95.477457",MockSource,Music,USD,https://placeholder.url
778,721,13.5,13.5,holiday,94.5,21.62,2024-12-21 21:45:54.180165,,"-32.235365, 73.476556",MockSource,Holiday,USD,https://placeholder.url
772,204,13.5,13.5,music,83.34,34.83,2024-12-11 18:15:54.171103,,"55.961758, 157.015116",MockSource,Music,USD,https://placeholder.url
773,283,13.5,13.5,holiday,81.56,36.36,2024-12-08 21:00:54.172103,,"11.958201, -134.811004",MockSource,Holiday,USD,https://placeholder.url
777,111,13.5,13.5,outdoor,82.23,65.82,2024-12-11 20:45:54.169103,,"57.284719, 155.061474",MockSource,Outdoors,USD,https://placeholder.url
775,744,13.5,13.5,festival,84.32,61.52,2024-12-21 15:15:54.180165,,"87.670525, -91.261313",MockSource,Festivals,USD,https://placeholder.url
781,970,13.5,13.5,theater,84.52,63.35,2025-01-07 17:15:54.184153,,"56.254859, 56.956807",MockSource,Theater,USD,https://placeholder.url
771,453,13.5,13.5,wellne,75.97,35.11,2024-12-09 22:30:54.175103,,"-34.845221, -177.808876",MockSource,Wellness,USD,https://placeholder.url
782,231,13.5,13.5,outdoor,96.16,31.71,2024-12-21 20:15:54.171103,,"-82.543615, 103.1761",MockSource,Outdoors,USD,https://placeholder.url
779,635,13.5,13.5,outdoor,97.66,93.73,2024-12-21 17:00:54.178154,,"-59.436735, -161.128207",MockSource,Outdoors,USD,https://placeholder.url
776,650,13.5,13.5,outdoor,89.55,26.02,2024-12-16 21:15:54.178154,,"87.63104, -68.177128",MockSource,Outdoors,USD,https://placeholder.url
783,802,13.468210713611114,13.468210713611114,family,64.88,90.39,2024-12-05 14:15:54.181180,,"-75.873465, -43.282834",MockSource,Family,USD,https://placeholder.url
784,377,13.418210825791668,13.418210825791668,virtual,40.42,91.51,2024-12-05 15:15:54.173103,,"-1.022085, 134.787697",MockSource,Virtual,USD,https://placeholder.url
785,662,13.343210741305555,13.343210741305555,music,26.43,97.77,2024-12-05 16:45:54.179186,,"-87.149838, -32.139535",MockSource,Music,USD,https://placeholder.url
786,892,13.318210686333334,13.318210686333334,holiday,22.13,17.91,2024-12-05 17:15:54.183144,,"-13.808551, 138.603449",MockSource,Holiday,USD,https://placeholder.url
787,720,13.293210727708335,13.293210727708335,pet,45.17,62.23,2024-12-05 17:45:54.180165,,"10.874109, -116.773158",MockSource,Pets,USD,https://placeholder.url
788,484,13.243210798013887,13.243210798013887,holiday,7.2,30.77,2024-12-05 18:45:54.175103,,"27.608645, 77.338247",MockSource,Holiday,USD,https://placeholder.url
789,466,13.093210798013889,13.093210798013889,holiday,42.9,86.83,2024-12-05 21:45:54.175103,,"57.298071, -45.18072",MockSource,Holiday,USD,https://placeholder.url
790,740,13.055710727708334,13.055710727708334,pet,4.3,88.64,2024-12-05 22:30:54.180165,,"-33.265716, -61.608078",MockSource,Pets,USD,https://placeholder.url
791,47,13.018210895236113,13.018210895236113,outdoor,40.62,75.11,2024-12-05 23:15:54.168103,,"-49.657303, -53.769655",MockSource,Outdoors,USD,https://placeholder.url
792,36,12.912,12.912,networking,137.66,30.11,2024-11-24 22:00:54.168103,,"32.543176, -85.609251",MockSource,Networking,USD,https://placeholder.url
793,246,12.660533140177085,12.660533140177085,conference,408.73,39.48,2024-12-02 18:00:54.171103,,"40.070405, -69.919152",MockSource,Conferences,USD,https://placeholder.url
794,482,12.326262968302936,12.326262968302936,nightlife,96.31,9.05,2024-12-03 18:30:54.175103,,"76.256891, 161.56711",MockSource,Nightlife,USD,https://placeholder.url
795,183,12.256,12.256,exhibition,58.79,78.5,2024-11-22 12:15:54.170103,,"64.33053, -21.285077",MockSource,Exhibitions,USD,https://placeholder.url
796,797,12.093210713611112,12.093210713611112,virtual,16.48,48.57,2024-12-06 17:45:54.181180,,"-50.905485, 32.942681",MockSource,Virtual,USD,https://placeholder.url
797,601,12.005710769736112,12.005710769736112,wellne,18.02,98.18,2024-12-06 19:30:54.177139,,"81.687373, 49.600988",MockSource,Wellness,USD,https://placeholder.url
890,215,12.0,12.0,outdoor,61.98,59.44,2024-12-21 13:00:54.171103,,"-22.288829, -131.290441",MockSource,Outdoors,USD,https://placeholder.url
846,199,12.0,12.0,networking,147.02,79.66,2024-11-25 14:30:54.170103,,"-84.5041, 81.079208",MockSource,Networking,USD,https://placeholder.url
813,459,12.0,12.0,workshop,21.17,58.71,2024-12-16 23:45:54.175103,,"-58.305435, 18.664311",MockSource,Workshops,USD,https://placeholder.url
822,685,12.0,12.0,workshop,31.07,72.95,2024-12-17 15:00:54.179186,,"80.181666, 169.742671",MockSource,Workshops,USD,https://placeholder.url
880,823,12.0,12.0,conference,333.55,18.22,2025-01-07 12:00:54.182140,,"-22.531861, -68.436099",MockSource,Conferences,USD,https://placeholder.url
826,414,12.0,12.0,wellne,52.91,21.82,2024-12-16 11:15:54.174103,,"61.598357, -164.097498",MockSource,Wellness,USD,https://placeholder.url
809,194,12.0,12.0,virtual,2.67,90.07,2024-12-08 22:45:54.170103,,"11.247525, -160.121804",MockSource,Virtual,USD,https://placeholder.url
858,801,12.0,12.0,theater,38.36,67.09,2024-12-20 18:00:54.181180,,"-11.671499, 38.255622",MockSource,Theater,USD,https://placeholder.url
840,476,12.0,12.0,film,12.22,36.13,2024-12-17 12:00:54.175103,,"28.135003, 124.359984",MockSource,Film,USD,https://placeholder.url
824,743,12.0,12.0,holiday,16.89,55.21,2024-12-17 20:30:54.180165,,"-29.699429, -33.110912",MockSource,Holiday,USD,https://placeholder.url
829,470,12.0,12.0,virtual,48.25,86.09,2024-12-15 18:45:54.175103,,"-3.117108, 114.629903",MockSource,Virtual,USD,https://placeholder.url
879,426,12.0,12.0,wellne,39.43,18.7,2024-12-17 22:30:54.174103,,"-85.046209, -145.774868",MockSource,Wellness,USD,https://placeholder.url
877,814,12.0,12.0,virtual,21.36,92.98,2024-12-20 20:00:54.181180,,"-41.613188, 77.011822",MockSource,Virtual,USD,https://placeholder.url
885,73,12.0,12.0,film,37.48,40.13,2024-12-21 15:15:54.168103,,"34.118285, -131.741027",MockSource,Film,USD,https://placeholder.url
881,70,12.0,12.0,music,44.35,71.81,2024-12-19 12:00:54.168103,,"-67.202986, 0.257196",MockSource,Music,USD,https://placeholder.url
875,180,12.0,12.0,music,50.31,20.28,2024-12-12 13:15:54.170103,,"-55.236456, -138.404345",MockSource,Music,USD,https://placeholder.url
835,97,12.0,12.0,charity,48.44,23.49,2024-12-11 11:30:54.169103,,"-87.564555, 154.514201",MockSource,Charity,USD,https://placeholder.url
798,448,12.0,12.0,theater,70.41,15.19,2025-01-04 13:45:54.174103,,"41.03109, 24.356515",MockSource,Theater,USD,https://placeholder.url
812,91,12.0,12.0,charity,45.43,97.73,2024-12-16 12:00:54.169103,,"32.234431, 164.354091",MockSource,Charity,USD,https://placeholder.url
814,82,12.0,12.0,film,10.16,85.7,2024-12-14 14:30:54.169103,,"-89.042437, 63.074522",MockSource,Film,USD,https://placeholder.url
888,779,12.0,12.0,charity,8.36,48.0,2025-01-16 16:45:54.181180,,"71.27414, 143.727764",MockSource,Charity,USD,https://placeholder.url
801,451,12.0,12.0,charity,11.17,64.09,2024-12-08 16:15:54.175103,,"-72.130904, 124.837703",MockSource,Charity,USD,https://placeholder.url
803,774,12.0,12.0,festival,57.43,75.33,2024-12-09 15:15:54.181180,,"-32.04987, 172.584552",MockSource,Festivals,USD,https://placeholder.url
860,94,12.0,12.0,theater,59.75,74.66,2024-12-22 21:15:54.169103,,"2.241167, -125.628678",MockSource,Theater,USD,https://placeholder.url
841,261,12.0,12.0,outdoor,63.23,35.96,2025-01-05 22:15:54.171103,,"-47.273148, 71.447586",MockSource,Outdoors,USD,https://placeholder.url
856,592,12.0,12.0,film,14.02,97.97,2024-12-12 22:45:54.177139,,"-78.602542, -78.881995",MockSource,Film,USD,https://placeholder.url
892,586,12.0,12.0,workshop,19.0,34.87,2024-12-08 09:30:54.177139,,"-60.563348, 42.880752",MockSource,Workshops,USD,https://placeholder.url
859,37,12.0,12.0,film,14.95,54.42,2024-12-09 15:00:54.168103,,"-87.904502, -103.290882",MockSource,Film,USD,https://placeholder.url
817,313,12.0,12.0,film,39.81,23.08,2024-12-31 19:00:54.172103,,"24.183262, 160.626871",MockSource,Film,USD,https://placeholder.url
854,938,12.0,12.0,workshop,35.41,52.06,2024-12-15 13:30:54.184153,,"-36.224224, -147.964076",MockSource,Workshops,USD,https://placeholder.url
870,308,12.0,12.0,charity,18.19,88.74,2024-12-18 22:30:54.172103,,"-77.929619, -99.543586",MockSource,Charity,USD,https://placeholder.url
855,939,12.0,12.0,virtual,8.86,66.31,2024-12-18 22:00:54.184153,,"-47.055042, -49.368843",MockSource,Virtual,USD,https://placeholder.url
857,942,12.0,12.0,wellne,43.87,92.3,2024-12-23 14:30:54.184153,,"49.690865, -87.73427",MockSource,Wellness,USD,https://placeholder.url
843,20,12.0,12.0,outdoor,66.68,81.61,2024-12-20 17:30:54.168103,,"-43.240708, 33.740308",MockSource,Outdoors,USD,https://placeholder.url
838,326,12.0,12.0,workshop,32.65,83.06,2024-12-25 22:15:54.172103,,"-57.807034, -167.283555",MockSource,Workshops,USD,https://placeholder.url
836,556,12.0,12.0,outdoor,35.45,79.7,2024-12-07 17:15:54.177139,,"-89.734241, -83.360626",MockSource,Outdoors,USD,https://placeholder.url
851,854,12.0,12.0,festival,61.38,97.17,2024-12-12 18:45:54.182140,,"72.970652, -162.181952",MockSource,Festivals,USD,https://placeholder.url
874,858,12.0,12.0,film,13.91,27.81,2024-12-17 17:00:54.182140,,"-42.227112, 8.663667",MockSource,Film,USD,https://placeholder.url
808,876,12.0,12.0,holiday,40.6,48.45,2024-12-20 23:45:54.182140,,"-73.880121, -178.679629",MockSource,Holiday,USD,https://placeholder.url
869,353,12.0,12.0,theater,38.05,66.93,2024-12-20 13:45:54.173103,,"-88.936445, -24.614426",MockSource,Theater,USD,https://placeholder.url
889,356,12.0,12.0,charity,49.01,31.96,2025-01-13 14:00:54.173103,,"54.946534, 177.087903",MockSource,Charity,USD,https://placeholder.url
815,888,12.0,12.0,music,22.69,18.83,2024-12-16 23:30:54.183144,,"-64.281362, -148.009936",MockSource,Music,USD,https://placeholder.url
816,328,12.0,12.0,outdoor,60.02,33.44,2024-12-14 18:30:54.172103,,"5.226646, -84.761258",MockSource,Outdoors,USD,https://placeholder.url
896,388,12.0,12.0,charity,9.7,85.18,2024-12-30 23:45:54.173103,,"57.159264, 31.62307",MockSource,Charity,USD,https://placeholder.url
878,840,12.0,12.0,virtual,43.9,41.48,2024-12-10 10:15:54.182140,,"-44.480141, 59.586207",MockSource,Virtual,USD,https://placeholder.url
845,403,12.0,12.0,pet,20.71,25.47,2024-12-16 15:00:54.174103,,"69.146718, -25.814618",MockSource,Pets,USD,https://placeholder.url
821,647,12.0,12.0,theater,63.63,79.96,2024-12-20 23:30:54.178154,,"-65.864995, -21.792523",MockSource,Theater,USD,https://placeholder.url
866,534,12.0,12.0,workshop,22.49,93.02,2024-12-22 15:45:54.176103,,"63.725653, 153.148605",MockSource,Workshops,USD,https://placeholder.url
863,147,12.0,12.0,family,45.88,80.81,2024-12-08 19:00:54.170103,,"13.678595, -30.037475",MockSource,Family,USD,https://placeholder.url
865,665,12.0,12.0,family,66.17,62.48,2024-12-09 19:45:54.179186,,"-46.562282, -122.147836",MockSource,Family,USD,https://placeholder.url
811,368,12.0,12.0,festival,66.48,13.2,2024-12-16 17:45:54.173103,,"72.882752, 102.583375",MockSource,Festivals,USD,https://placeholder.url
802,536,12.0,12.0,family,48.94,31.07,2024-12-13 17:15:54.176103,,"80.748589, -71.20555",MockSource,Family,USD,https://placeholder.url
800,862,12.0,12.0,conference,364.14,91.3,2024-12-26 12:15:54.182140,,"-70.626813, 52.181767",MockSource,Conferences,USD,https://placeholder.url
893,363,12.0,12.0,pet,23.72,28.9,2024-12-20 12:15:54.173103,,"88.245363, 16.410426",MockSource,Pets,USD,https://placeholder.url
853,661,12.0,12.0,film,12.88,79.47,2025-01-17 17:30:54.178154,,"-76.520491, -139.318264",MockSource,Film,USD,https://placeholder.url
825,850,12.0,12.0,theater,33.95,67.72,2024-12-24 15:15:54.182140,,"26.718638, 7.761938",MockSource,Theater,USD,https://placeholder.url
883,803,12.0,12.0,charity,43.24,71.72,2024-12-21 12:00:54.181180,,"-82.396294, -145.771718",MockSource,Charity,USD,https://placeholder.url
894,518,12.0,12.0,workshop,41.07,76.62,2024-12-24 12:00:54.176103,,"21.873035, -158.394592",MockSource,Workshops,USD,https://placeholder.url
848,694,12.0,12.0,charity,11.39,76.18,2025-01-07 12:30:54.179186,,"0.222006, 29.601428",MockSource,Charity,USD,https://placeholder.url
823,86,12.0,12.0,charity,11.71,87.96,2024-12-18 22:15:54.169103,,"-6.271022, -6.208071",MockSource,Charity,USD,https://placeholder.url
833,92,12.0,12.0,theater,49.65,86.71,2024-12-17 19:45:54.169103,,"-24.708891, -13.495911",MockSource,Theater,USD,https://placeholder.url
827,127,12.0,12.0,wellne,49.5,61.34,2025-01-03 16:45:54.169103,,"-57.872933, -167.838027",MockSource,Wellness,USD,https://placeholder.url
828,741,12.0,12.0,virtual,25.32,83.94,2024-12-20 13:45:54.180165,,"56.006459, 23.097258",MockSource,Virtual,USD,https://placeholder.url
847,481,12.0,12.0,virtual,48.76,76.91,2025-01-02 22:30:54.175103,,"78.31675, -109.14482",MockSource,Virtual,USD,https://placeholder.url
872,723,12.0,12.0,workshop,32.9,39.15,2024-12-06 20:30:54.180165,,"53.136776, -42.832945",MockSource,Workshops,USD,https://placeholder.url
849,766,12.0,12.0,charity,43.12,23.77,2024-12-15 23:15:54.180165,,"30.536312, 8.0968",MockSource,Charity,USD,https://placeholder.url
837,763,12.0,12.0,pet,44.12,98.42,2024-12-18 08:30:54.180165,,"67.492211, -53.971807",MockSource,Pets,USD,https://placeholder.url
868,104,12.0,12.0,film,32.17,94.95,2024-12-12 17:15:54.169103,,"-39.361696, -132.197141",MockSource,Film,USD,https://placeholder.url
850,112,12.0,12.0,film,39.24,63.73,2025-01-14 16:45:54.169103,,"37.317205, 139.652162",MockSource,Film,USD,https://placeholder.url
897,736,12.0,12.0,pet,12.76,64.53,2025-01-13 15:15:54.180165,,"69.068886, 87.589617",MockSource,Pets,USD,https://placeholder.url
867,954,12.0,12.0,film,9.24,21.74,2024-12-08 10:45:54.184153,,"-62.403767, -135.094192",MockSource,Film,USD,https://placeholder.url
895,992,12.0,12.0,outdoor,55.71,37.4,2024-12-10 23:15:54.185136,,"72.156793, -58.381792",MockSource,Outdoors,USD,https://placeholder.url
882,974,12.0,12.0,charity,19.17,99.74,2024-12-08 17:00:54.184153,,"34.546839, -155.714191",MockSource,Charity,USD,https://placeholder.url
891,986,12.0,12.0,wellne,64.13,55.53,2024-12-09 22:30:54.185136,,"-13.501933, -46.277943",MockSource,Wellness,USD,https://placeholder.url
876,966,12.0,12.0,holiday,63.34,55.45,2024-12-20 22:15:54.184153,,"73.374741, -22.175088",MockSource,Holiday,USD,https://placeholder.url
899,999,12.0,12.0,workshop,30.21,38.47,2024-12-30 22:00:54.185136,,"-53.518219, -128.374004",MockSource,Workshops,USD,https://placeholder.url
898,998,12.0,12.0,wellne,22.41,89.92,2024-12-07 10:45:54.185136,,"-82.078623, 175.039182",MockSource,Wellness,USD,https://placeholder.url
818,312,12.0,12.0,film,30.38,92.11,2024-12-18 22:30:54.172103,,"39.923182, -109.831992",MockSource,Film,USD,https://placeholder.url
832,153,12.0,12.0,charity,21.5,26.13,2024-12-17 17:45:54.170103,,"-75.640121, 130.720228",MockSource,Charity,USD,https://placeholder.url
842,612,12.0,12.0,networking,135.96,94.4,2024-11-28 14:30:54.178154,,"-26.369716, -39.821161",MockSource,Networking,USD,https://placeholder.url
810,318,12.0,12.0,wellne,50.24,31.89,2025-01-20 23:15:54.172103,,"-41.932197, -159.405258",MockSource,Wellness,USD,https://placeholder.url
831,911,12.0,12.0,holiday,48.22,67.13,2024-12-13 23:15:54.183144,,"37.791063, 97.295869",MockSource,Holiday,USD,https://placeholder.url
852,305,12.0,12.0,charity,28.22,67.48,2024-12-22 19:15:54.172103,,"-64.193039, -42.120725",MockSource,Charity,USD,https://placeholder.url
886,979,12.0,12.0,workshop,11.62,95.06,2025-01-04 20:00:54.184153,,"29.50694, -133.252262",MockSource,Workshops,USD,https://placeholder.url
844,155,12.0,12.0,pet,45.43,79.46,2024-12-06 22:45:54.170103,,"57.734813, 29.460988",MockSource,Pets,USD,https://placeholder.url
862,614,12.0,12.0,pet,40.77,78.46,2024-12-09 22:00:54.178154,,"-79.780884, 71.341811",MockSource,Pets,USD,https://placeholder.url
864,306,12.0,12.0,virtual,18.05,71.15,2024-12-30 22:00:54.172103,,"-78.614422, -54.281961",MockSource,Virtual,USD,https://placeholder.url
834,46,12.0,12.0,film,27.33,89.75,2024-12-15 21:45:54.168103,,"13.729594, -98.074696",MockSource,Film,USD,https://placeholder.url
830,910,12.0,12.0,workshop,26.0,97.06,2024-12-16 12:00:54.183144,,"36.3206, 90.298642",MockSource,Workshops,USD,https://placeholder.url
861,394,12.0,12.0,workshop,34.32,68.48,2024-12-20 23:00:54.173103,,"33.266563, -130.508946",MockSource,Workshops,USD,https://placeholder.url
873,395,12.0,12.0,film,12.87,20.27,2024-12-10 22:30:54.173103,,"-60.824723, 160.542776",MockSource,Film,USD,https://placeholder.url
819,578,12.0,12.0,wellne,43.94,90.82,2024-12-12 21:15:54.177139,,"-66.817105, 169.347086",MockSource,Wellness,USD,https://placeholder.url
871,132,12.0,12.0,holiday,33.71,23.31,2024-12-17 22:00:54.169103,,"-27.422586, -109.860091",MockSource,Holiday,USD,https://placeholder.url
799,861,12.0,12.0,music,47.51,98.04,2024-12-16 19:00:54.182140,,"24.626873, 37.231047",MockSource,Music,USD,https://placeholder.url
839,921,12.0,12.0,film,6.97,10.85,2024-12-27 16:15:54.183144,,"-20.38099, -126.911858",MockSource,Film,USD,https://placeholder.url
884,269,12.0,12.0,charity,27.17,47.0,2025-01-20 19:15:54.172103,,"-69.903754, 137.406972",MockSource,Charity,USD,https://placeholder.url
887,270,12.0,12.0,charity,49.04,76.03,2025-01-17 22:00:54.172103,,"-34.675454, 44.542832",MockSource,Charity,USD,https://placeholder.url
820,895,12.0,12.0,pet,26.94,57.58,2024-12-21 19:30:54.183144,,"-40.581727, -152.145647",MockSource,Pets,USD,https://placeholder.url
804,870,12.0,12.0,music,46.72,22.52,2024-12-20 19:00:54.182140,,"-83.889723, 126.481695",MockSource,Music,USD,https://placeholder.url
805,537,12.0,12.0,charity,39.48,17.72,2024-12-08 22:30:54.176103,,"-48.145782, -144.218892",MockSource,Charity,USD,https://placeholder.url
807,397,12.0,12.0,virtual,8.74,51.31,2024-12-19 22:00:54.173103,,"60.463711, -1.134738",MockSource,Virtual,USD,https://placeholder.url
806,171,12.0,12.0,family,35.14,68.14,2024-12-23 22:00:54.170103,,"3.701502, -126.78414",MockSource,Family,USD,https://placeholder.url
900,608,11.888,11.888,exhibition,83.47,59.79,2024-11-24 12:15:54.178154,,"-83.326812, -25.903017",MockSource,Exhibitions,USD,https://placeholder.url
901,632,11.888,11.888,exhibition,85.44,14.77,2024-11-24 12:15:54.178154,,"53.35316, 97.630824",MockSource,Exhibitions,USD,https://placeholder.url
902,469,11.785555941702473,11.785555941702473,exhibition,51.14,7.95,2024-12-03 19:00:54.175103,,"-70.252003, -175.864953",MockSource,Exhibitions,USD,https://placeholder.url
903,561,11.0,11.0,exhibition,83.43,24.66,2024-11-24 15:45:54.177139,,"47.854396, -108.915442",MockSource,Exhibitions,USD,https://placeholder.url
904,161,10.900592389548612,10.900592389548612,networking,77.55,8.5,2024-12-05 22:00:54.170103,,"-42.741041, -51.902724",MockSource,Networking,USD,https://placeholder.url
